iter	Logloss
246	0.1287159913
247	0.1284936799
248	0.1280109327
249	0.1276381516
250	0.1273749178
251	0.1269015295
252	0.1265305649
253	0.1263570898
254	0.1257846315
255	0.125278664
256	0.1248150594
257	0.1244933231
258	0.1241546832
259	0.1238636364
260	0.1235977622
261	0.1230163247
262	0.1227719229
263	0.1225522641
264	0.122312604
265	0.1219469006
266	0.1216538099
267	0.1214393646
268	0.1210928454
269	0.1207527644
270	0.1204519217
271	0.120198132
272	0.1198889245
273	0.119636226
274	0.1193039639
275	0.1189967803
276	0.1186286357
277	0.1183724386
278	0.11811342
279	0.1179478111
280	0.1177081398
281	0.1173996302
282	0.1171774789
283	0.1169167737
284	0.116539589
285	0.1162644376
286	0.115968289
287	0.1157632426
288	0.1154471557
289	0.1151132505
290	0.114708897
291	0.1144970805
292	0.1141808796
293	0.1138042133
294	0.1134137004
295	0.1131253692
296	0.1128073198
297	0.1125229311
298	0.1122064911
299	0.1118332332
300	0.1114494542
301	0.1110904796
302	0.1109050342
303	0.1106418831
304	0.1103390629
305	0.10998145
306	0.1097005667
307	0.1092590107
308	0.1089605631
309	0.1087338369
310	0.1085676561
311	0.1083131337
312	0.1080593259
313	0.1077817028
314	0.1074332081
315	0.107152977
316	0.1067691932
317	0.1064779684
318	0.1061417661
319	0.1058469146
320	0.1055485862
321	0.1053428476
322	0.105132763
323	0.1048020915
324	0.1046764534
325	0.1044828956
326	0.1040610078
327	0.1038601337
328	0.1036961865
329	0.103461053
330	0.1032796087
331	0.1028233341
332	0.1026615896
333	0.102422907
334	0.1020508119
335	0.1018075728
336	0.10150394
337	0.1009843656
338	0.1007078825
339	0.1005379707
340	0.100260333
341	0.100086109
342	0.09969363247
343	0.09951074226
344	0.09934042181
345	0.09920966693
346	0.09903200218
347	0.09873981816
348	0.09848490511
349	0.0983091058
350	0.09795888117
351	0.09778476136
352	0.09762099164
353	0.09748265641
354	0.09723355906
355	0.09699903011
356	0.09667584692
357	0.09655235665
358	0.09632724353
359	0.09599182197
360	0.09581733431
361	0.09562117202
362	0.09547179461
363	0.09522781679
364	0.09490807397
365	0.09485700335
366	0.09464860031
367	0.09444828612
368	0.09426604714
369	0.09405421495
370	0.09389060565
371	0.09368378094
372	0.0935496739
373	0.09334367684
374	0.09301542895
375	0.09288473674
376	0.09267757007
377	0.09245606763
378	0.09225141219
379	0.09214808532
380	0.09199114493
381	0.0916854511
382	0.09148286581
383	0.09125055892
384	0.091054961
385	0.09096023662
386	0.09076173816
387	0.09061011927
388	0.09031858478
389	0.09016881602
390	0.08991680145
391	0.08965470314
392	0.08953458003
393	0.08925090177
394	0.08901627268
395	0.08885083233
396	0.08868092333
397	0.08854381561
398	0.08848137277
399	0.08831922361
400	0.08812399524
401	0.08802693776
402	0.08784412759
403	0.08768264089
404	0.08752409628
405	0.08740171943
406	0.08729123388
407	0.08713526113
408	0.08705810377
409	0.08683737482
410	0.08661350863
411	0.08646658863
412	0.08629356623
413	0.08604232209
414	0.08573114804
415	0.08560515233
416	0.08540909869
417	0.08533743926
418	0.08516069174
419	0.08492903948
420	0.08483894757
421	0.08470730475
422	0.08457421677
423	0.08442513398
424	0.08425722054
425	0.0841127743
426	0.08397347825
427	0.08394417286
428	0.0837536822
429	0.08356517145
430	0.08340810708
431	0.08329137427
432	0.0830979681
433	0.08295746429
434	0.08287998642
435	0.08272144829
436	0.08259501968
437	0.08238048622
438	0.08231802566
439	0.08211527518
440	0.08195827484
441	0.08176942723
442	0.08163750138
443	0.08151414122
444	0.08144016606
445	0.08120144572
446	0.08103801455
447	0.0809654011
448	0.08081078291
449	0.08064551251
450	0.0804503853
451	0.08027169773
452	0.08003562076
453	0.0798546069
454	0.07970816885
455	0.07961499248
456	0.07950279951
457	0.07937488828
458	0.07918336357
459	0.07898969139
460	0.07888998338
461	0.07879309825
462	0.07872255496
463	0.0786771243
464	0.07857146331
465	0.07844796317
466	0.07840643917
467	0.0781543432
468	0.07802602325
469	0.07796023607
470	0.07782459974
471	0.07771852255
472	0.07753483364
473	0.07741402388
474	0.07728169169
475	0.07715762172
476	0.07702025958
477	0.07691311121
478	0.07677182981
479	0.07665036372
480	0.07655340467
481	0.07641698769
482	0.07631031649
483	0.0762426206
484	0.07605452776
485	0.07591852869
486	0.07577100924
487	0.07554185527
488	0.07541030543
489	0.07532346794
490	0.07519739423
491	0.07508299214
492	0.07498466355
493	0.07490414074
494	0.07489562171
495	0.07473262719
496	0.07459841524
497	0.07452084201
498	0.07434718336
499	0.07419799532
500	0.07408213275
501	0.07399831499
502	0.07387228693
503	0.07375246525
504	0.07362577711
505	0.07348783357
506	0.07337074961
507	0.07323449339
508	0.07309424605
509	0.07298589911
510	0.07288205147
511	0.07277418886
512	0.07266250951
513	0.07262057032
514	0.07250307287
515	0.07239172459
516	0.07230135509
517	0.07216826643
518	0.07211095537
519	0.07204484735
520	0.0718415669
521	0.07174035617
522	0.07154445648
523	0.07141133172
524	0.07122500079
525	0.0711506285
526	0.07102227415
527	0.07084931305
528	0.07074976444
529	0.07059578555
530	0.07045735564
531	0.07033775738
532	0.07018776349
533	0.07006605489
534	0.06992118563
535	0.06983413901
536	0.06971180439
537	0.06946274621
538	0.06931889738
539	0.06921673094
540	0.06905422892
541	0.06893537181
542	0.06880427156
543	0.06862901075
544	0.06852261271
545	0.06842056887
546	0.06836084161
547	0.06821881703
548	0.06807444504
549	0.06799633571
550	0.06785642556
551	0.06778714725
552	0.06773560865
553	0.06762823445
554	0.06751887662
555	0.06744465487
556	0.06732760634
557	0.06715431213
558	0.06706832886
559	0.06691065311
560	0.06677577564
561	0.06669231006
562	0.06660789354
563	0.06650306565
564	0.06639564105
565	0.06625244209
566	0.06615560872
567	0.0660218341
568	0.06590688501
569	0.06586533615
570	0.06575604711
571	0.06571364403
572	0.06563076905
573	0.06554389272
574	0.06545865195
575	0.06534668718
576	0.06524126121
577	0.06511823518
578	0.06504695892
579	0.06489486081
580	0.06482158933
581	0.06471295834
582	0.0646236951
583	0.06451672009
584	0.06440726553
585	0.06427640302
586	0.06420720237
587	0.06417562349
588	0.06406995773
589	0.06398222242
590	0.06393960748
591	0.0638320664
592	0.063746968
593	0.06360665389
594	0.0634933642
595	0.06340322154
596	0.06334890502
597	0.0632960592
598	0.06317395823
599	0.06311213766
600	0.06305164133
601	0.06299093178
602	0.06292345796
603	0.06289335046
604	0.06275551592
605	0.06265014512
606	0.06250891004
607	0.06241019998
608	0.06230352742
609	0.06225555829
610	0.06222428117
611	0.06215729168
612	0.06210528101
613	0.06196666513
614	0.06187652315
615	0.06182068007
616	0.06179640021
617	0.06166835921
618	0.06159689767
619	0.06148666995
620	0.06140685899
621	0.06135094779
622	0.06120845795
623	0.06111973354
624	0.0610278913
625	0.06095830849
626	0.06091997692
627	0.06085068975
628	0.06077162947
629	0.06069708143
630	0.06061241967
631	0.06050169059
632	0.06042271682
633	0.06029358115
634	0.06022924083
635	0.06017732552
636	0.06013574192
637	0.06010866233
638	0.06007617746
639	0.05998868806
640	0.05988241877
641	0.05982911587
642	0.0597503485
643	0.05958206449
644	0.05945308004
645	0.05941336768
646	0.05939441068
647	0.05929714339
648	0.05922332082
649	0.05916646753
650	0.05908763749
651	0.05887545449
652	0.05878527164
653	0.05866567271
654	0.05855158125
655	0.05849385193
656	0.05837492875
657	0.05826007843
658	0.05822846072
659	0.0581547669
660	0.05811119488
661	0.05805822236
662	0.05796142782
663	0.05783604077
664	0.05776857036
665	0.05768194812
666	0.05758075169
667	0.05749436651
668	0.05740090506
669	0.05731885638
670	0.0572543805
671	0.05720900672
672	0.05714737824
673	0.05706222875
674	0.05702532836
675	0.05696730477
676	0.05685956138
677	0.05678581783
678	0.05663911615
679	0.05661091805
680	0.05652436393
681	0.05643873896
682	0.05636243888
683	0.05634179524
684	0.05626418182
685	0.05614645072
686	0.05602579662
687	0.05595805236
688	0.05591213226
689	0.05585033825
690	0.05579140731
691	0.05573725837
692	0.05561622415
693	0.05552371366
694	0.05536081178
695	0.05531844888
696	0.05523500579
697	0.05517885549
698	0.05511107309
699	0.05504167421
700	0.05497825554
701	0.0548881415
702	0.05486978054
703	0.05480816569
704	0.05475762776
705	0.0547024468
706	0.05468621799
707	0.05451543399
708	0.05445303644
709	0.0543978841
710	0.05436088971
711	0.05428963116
712	0.05423122134
713	0.05415705136
714	0.0540962301
715	0.05397227832
716	0.05389235905
717	0.05381548813
718	0.0537588174
719	0.05372632912
720	0.05367024694
721	0.05359330382
722	0.05350996631
723	0.05341341427
724	0.05334868499
725	0.0533298111
726	0.05323951789
727	0.0531042787
728	0.05304381916
729	0.05301053796
730	0.05295653343
731	0.05282030855
732	0.05272665433
733	0.05264551776
734	0.05256644317
735	0.05251033647
736	0.05244410106
737	0.05236826147
738	0.05227821759
739	0.05216438566
740	0.05206944125
741	0.05197020531
742	0.0519167287
743	0.05186066014
744	0.05172533921
745	0.05165208953
746	0.05158991541
747	0.05153427533
748	0.05142128808
749	0.0513145801
750	0.05126860891
751	0.05117120947
752	0.05105963434
753	0.05099057061
754	0.0508887182
755	0.05078450339
756	0.05072895799
757	0.05065135206
758	0.05058988707
759	0.05052589893
760	0.05045491287
761	0.05032111713
762	0.05022598267
763	0.05016671862
764	0.05011920929
765	0.05007547651
766	0.05000531673
767	0.04993320533
768	0.0498757158
769	0.04981200423
770	0.04976525647
771	0.04970901694
772	0.04965225628
773	0.04956202779
774	0.04955008779
775	0.04949094909
776	0.0494132655
777	0.04938234261
778	0.04929654258
779	0.04923045431
780	0.04920520101
781	0.04912880966
782	0.04904788154
783	0.04889533247
784	0.04884469782
785	0.0487907614
786	0.04873111384
787	0.04865905489
788	0.04859130655
789	0.04849306515
790	0.04848114627
791	0.04831768649
792	0.04829805987
793	0.04822579043
794	0.04819193499
795	0.04817248617
796	0.04808781079
797	0.0480501536
798	0.0480234657
799	0.0479499054
800	0.04792838437
801	0.04785069125
802	0.04778873989
803	0.04774185385
804	0.04769705364
805	0.04760946683
806	0.0475490393
807	0.04752150059
808	0.04745967048
809	0.0473965713
810	0.04733905588
811	0.04730918544
812	0.04729476656
813	0.0471987227
814	0.0471758713
815	0.0471324294
816	0.04707582542
817	0.0469952774
818	0.04693759373
819	0.04687683719
820	0.04685382162
821	0.0467916366
822	0.04671212401
823	0.04663395541
824	0.04657035964
825	0.04647605283
826	0.04641101292
827	0.04637824331
828	0.0463075522
829	0.04625243868
830	0.04617174694
831	0.04609551702
832	0.04603959765
833	0.04601363863
834	0.04596348558
835	0.0458749233
836	0.04583657673
837	0.04577673912
838	0.04569324698
839	0.04548594611
840	0.04538898264
841	0.04532932622
842	0.04521691867
843	0.04513073444
844	0.04508832046
845	0.04502931935
846	0.0450099005
847	0.04488307612
848	0.04483851705
849	0.04479783126
850	0.04475860323
851	0.04468742166
852	0.04462579591
853	0.04460166522
854	0.04454675266
855	0.04444698266
856	0.04439510073
857	0.04434021745
858	0.04426395689
859	0.04423352855
860	0.04421270302
861	0.04413661139
862	0.04410578796
863	0.04404235635
864	0.04398875237
865	0.04396161692
866	0.04391077723
867	0.04382505144
868	0.04377851759
869	0.04371062824
870	0.04365290982
871	0.04361894608
872	0.04355090346
873	0.0435008015
874	0.04345876557
875	0.04339044775
876	0.04334654536
877	0.04324668748
878	0.04317761217
879	0.04313532625
880	0.043093994
881	0.0430516931
882	0.04299685274
883	0.04292223794
884	0.04285481794
885	0.04276490893
886	0.04269286292
887	0.04267323494
888	0.04264382635
889	0.0425803096
890	0.04251916681
891	0.04248756
892	0.04240866934
893	0.04230112553
894	0.04227944578
895	0.0422281204
896	0.04217319148
897	0.04208931787
898	0.04199494226
899	0.04196857657
900	0.04189348153
901	0.04182613168
902	0.04173381465
903	0.04167577812
904	0.04162849222
905	0.04161205087
906	0.04152965137
907	0.04145206928
908	0.04140560695
909	0.04130438396
910	0.04116190978
911	0.04110266277
912	0.04107182094
913	0.040977961
914	0.04094075544
915	0.04091795376
916	0.04087657997
917	0.04082249233
918	0.04073083333
919	0.0406698295
920	0.04060646738
921	0.04057063443
922	0.04053134918
923	0.0404604217
924	0.04037879263
925	0.04032995769
926	0.04032045909
927	0.04024849483
928	0.04021747862
929	0.04015595845
930	0.04014299256
931	0.04008589063
932	0.04006269046
933	0.04000589711
934	0.03990408284
935	0.03982701097
936	0.03978944029
937	0.039759155
938	0.03974593571
939	0.03968060425
940	0.03963026387
941	0.03959836824
942	0.03958357743
943	0.03952496801
944	0.03949259894
945	0.03943459306
946	0.03941206796
947	0.03933113098
948	0.03921443939
949	0.03915285792
950	0.03907131059
951	0.03901681219
952	0.03895366737
953	0.03884569986
954	0.03878669807
955	0.03876884256
956	0.03873256343
957	0.03868658951
958	0.03865521431
959	0.03860782487
960	0.0385925545
961	0.0384941033
962	0.03845725604
963	0.0383940036
964	0.03830567496
965	0.03823876245
966	0.03818106106
967	0.03814939908
968	0.03808117798
969	0.0380102866
970	0.03798247882
971	0.03789324147
972	0.03782204628
973	0.03779014724
974	0.03767647471
975	0.03761435645
976	0.03754590443
977	0.03746455806
978	0.03738650458
979	0.0373166602
980	0.03721564565
981	0.03718953609
982	0.03712496281
983	0.0371066434
984	0.03698952743
985	0.03696556841
986	0.03691057273
987	0.036886549
988	0.03682840484
989	0.03679953303
990	0.036750944
991	0.03668031148
992	0.03663124221
993	0.03658785479
994	0.0365183551
995	0.03646619797
996	0.0364535829
997	0.03641353539
998	0.03639059067
999	0.03634943281
